PERIODIC POLLING,,,,,,,,
,,,,,,,,
grain size, period [us], duty cycle, relative latency (1/1024 periods), latency [us], latency resolution [us], missed events, time elapsed [ms], tasks completed
1600,  738, 75%,  65535,  70777,   720,      151,    114,  16000
1600,  738, 87%,  65535,  70777,   720,      152,    113,  16000
1600,  820, 12%,  65535,  78642,   800,      135,    113,  16000
1600,  820, 25%,  65535,  78642,   800,      135,    113,  16000
1600,  820, 37%,  56488,  67785,   800,      136,    114,  16000
1600,  820, 50%,  65535,  78642,   800,      135,    113,  16000
1600,  820, 62%,  65535,  78642,   800,      136,    114,  16000
1600,  820, 75%,  65535,  78642,   800,      135,    113,  16000
1600,  820, 87%,  65535,  78642,   800,      136,    113,  16000
1600,  902, 12%,  65535,  86506,   880,      124,    113,  16000
1600,  902, 25%,  64721,  85431,   880,      124,    113,  16000
1600,  902, 37%,  51260,  67663,   880,      122,    113,  16000
1600,  902, 50%,  24907,  32877,   880,      120,    113,  16000
1600,  902, 62%,  65535,  86506,   880,      123,    113,  16000
1600,  902, 75%,  63747,  84146,   880,      122,    113,  16000
1600,  902, 87%,  65535,  86506,   880,      123,    113,  16000
1600,  984, 12%,  65535,  94370,   960,      114,    113,  16000
1600,  984, 25%,  65535,  94370,   960,      115,    113,  16000
1600,  984, 37%,  46425,  66852,   960,      110,    113,  16000
1600,  984, 50%,  22884,  32952,   960,      109,    113,  16000
1600,  984, 62%,  22913,  32994,   960,      109,    113,  16000
1600,  984, 75%,  35262,  50777,   960,      111,    114,  16000
1600,  984, 87%,  65535,  94370,   960,      113,    113,  16000
1600, 1066, 12%,  65535, 102234,  1041,      106,    114,  16000
1600, 1066, 25%,  53346,  83219,  1041,      103,    113,  16000
1600, 1066, 37%,  31863,  49706,  1041,      101,    113,  16000
1600, 1066, 50%,  32044,  49988,  1041,      101,    113,  16000
1600, 1066, 62%,  43327,  67590,  1041,      103,    114,  16000
1600, 1066, 75%,  53813,  83948,  1041,      102,    113,  16000
1600, 1066, 87%,  65535, 102234,  1041,      105,    114,  16000
1600, 1148, 12%,  50270,  84453,  1121,       97,    113,  16000
1600, 1148, 25%,  59777, 100425,  1121,       97,    113,  16000
1600, 1148, 37%,  40213,  67557,  1121,       96,    114,  16000
1600, 1148, 50%,  65535, 110098,  1121,       97,    113,  16000
1600, 1148, 62%,  40497,  68034,  1121,       96,    114,  16000
1600, 1148, 75%,  65535, 110098,  1121,       96,    113,  16000
1600, 1148, 87%,  60221, 101171,  1121,       96,    113,  16000
1600, 1230, 12%,  46098,  82976,  1201,       89,    113,  16000
1600, 1230, 25%,  65535, 117963,  1201,       90,    114,  16000
1600, 1230, 37%,  46129,  83032,  1201,       89,    113,  16000
1600, 1230, 50%,  46219,  83194,  1201,       89,    114,  16000
1600, 1230, 62%,  46146,  83062,  1201,       89,    113,  16000
1600, 1230, 75%,  46120,  83016,  1201,       89,    113,  16000
1600, 1230, 87%,  65535, 117963,  1201,       90,    113,  16000
